epoch,timestamp,slashed_validators,slashing_penalty_eth,gross_loss_eth,cl_rewards_eth,mev_proxy_eth,participation_rate,stored_score,stored_risk,recomputed_score,recomputed_risk,score_drift,has_rewards_data
440845,2026-04-13 19:38,0,0.0,0.0,0.0,0.003855115,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440846,2026-04-13 19:43,0,0.0,0.0,0.0,0.00230693,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440847,2026-04-13 19:48,0,0.0,0.0,0.0,0.007722242,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440848,2026-04-13 19:57,0,0.0,0.0,0.0,0.004484053,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440849,2026-04-13 20:02,0,0.0,0.0,0.0,0.002896383,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440850,2026-04-13 20:07,0,0.0,0.0,0.0,0.004447085,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440851,2026-04-13 20:12,0,0.0,0.0,0.0,0.003085412,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440852,2026-04-13 20:18,0,0.0,0.0,0.0,0.003238658,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440853,2026-04-13 20:28,0,0.0,0.0,0.0,0.003253808,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440854,2026-04-13 20:33,0,0.0,0.0,0.0,0.002644629,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440855,2026-04-13 20:39,0,0.0,0.0,0.0,0.000474025,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440856,2026-04-13 20:44,0,0.0,0.0,0.0,0.001451442,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440857,2026-04-13 20:54,0,0.0,0.0,0.0,0.00480484,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440858,2026-04-13 20:59,0,0.0,0.0,0.0,0.003334735,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440859,2026-04-13 21:04,0,0.0,0.0,0.0,0.000371635,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440860,2026-04-13 21:09,0,0.0,0.0,0.0,0.001435534,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440861,2026-04-13 21:14,0,0.0,0.0,0.0,0.00404632,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440862,2026-04-13 21:22,0,0.0,0.0,0.0,0.003738391,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440863,2026-04-13 21:28,0,0.0,0.0,0.0,0.001867737,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440864,2026-04-13 21:35,0,0.0,0.0,0.0,0.002014962,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440865,2026-04-13 21:40,0,0.0,0.0,0.0,0.001754486,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440866,2026-04-13 21:48,0,0.0,0.0,0.0,0.002028368,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440867,2026-04-13 21:55,0,0.0,0.0,0.0,0.000940244,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440868,2026-04-13 22:01,0,0.0,0.0,0.0,0.001619313,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440869,2026-04-13 22:06,0,0.0,0.0,0.0,0.004119611,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440870,2026-04-13 22:16,0,0.0,0.0,0.0,0.002725852,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440871,2026-04-13 22:21,0,0.0,0.0,0.0,0.014083418,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440872,2026-04-13 22:26,0,0.0,0.0,0.0,0.008997909,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440873,2026-04-13 22:36,0,0.0,0.0,0.0,0.006368945,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440874,2026-04-13 22:41,0,0.0,0.0,0.0,0.012818263,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440875,2026-04-13 22:46,0,0.0,0.0,0.0,0.002659384,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
